carat,cut,color,clarity,depth,table,x,y,z,price
1.01,Ideal,D,SI1,61.2,57,6.44,6.47,3.95,5443
1.24,Ideal,I,VS2,62.0,55,6.9,6.87,4.27,6076
1.14,Very Good,I,SI1,63.5,56,6.62,6.58,4.19,4788
1.01,Premium,G,SI1,62.6,60,6.36,6.29,3.96,5006
0.9,Good,E,SI1,58.3,61,6.24,6.29,3.65,4165
1.51,Premium,F,SI2,61.8,59,7.36,7.3,4.53,7441
1.0,Ideal,I,SI1,61.4,56,6.45,6.39,3.94,4200
1.03,Ideal,F,VS2,60.2,54,6.64,6.61,3.99,7550
1.36,Good,F,SI1,57.5,60,7.36,7.31,4.22,7197
1.2,Very Good,H,VS1,62.0,57,6.77,6.81,4.21,6177
1.0,Premium,D,SI1,59.2,62,6.54,6.49,3.86,5723
1.12,Premium,E,SI2,62.4,58,6.59,6.64,4.13,4277
0.98,Premium,F,SI2,61.8,58,6.37,6.32,3.92,4308
1.33,Fair,E,SI2,65.0,57,6.93,6.89,4.49,4916
0.9,Ideal,G,SI1,62.1,56,6.2,6.16,3.84,4088
0.9,Very Good,G,VS1,61.4,57,6.2,6.24,3.82,5135
1.25,Premium,J,VS1,60.9,59,6.9,6.92,4.21,5156
0.92,Premium,D,SI2,62.5,55,6.21,6.18,3.87,4150
1.08,Ideal,H,SI2,61.8,55,6.57,6.6,4.07,4491
1.2,Very Good,G,VS2,62.2,57,6.75,6.78,4.21,7983
1.2,Ideal,G,VS2,62.8,57,6.78,6.72,4.24,7243
1.56,Premium,I,VS2,60.8,59,7.56,7.51,4.58,7326
1.28,Premium,H,SI2,61.9,56,7.02,6.94,4.32,5949
1.05,Ideal,J,SI2,62.3,54,6.52,6.55,4.07,4126
1.16,Premium,G,SI1,63.0,58,6.7,6.66,4.21,5366
1.01,Ideal,E,SI1,60.7,57,6.52,6.49,3.95,4853
1.01,Premium,H,VS1,62.7,58,6.39,6.37,4.0,5294
1.2,Ideal,G,SI1,61.8,59,6.77,6.8,4.19,6762
1.26,Good,G,SI1,63.2,61,6.81,6.87,4.32,6874
1.15,Very Good,H,SI1,62.4,57,6.68,6.71,4.18,5270
1.01,Good,H,SI1,64.0,58,6.37,6.31,4.06,4191
1.11,Ideal,H,VS2,64.0,58,6.52,6.46,4.16,5632
1.22,Good,J,SI1,63.8,57,6.77,6.72,4.3,4612
1.19,Premium,I,SI2,62.6,58,6.75,6.7,4.21,4745
1.01,Premium,G,VVS2,63.0,59,6.38,6.25,3.98,7366
1.1,Premium,I,SI1,62.0,59,6.59,6.54,4.07,4620
1.53,Ideal,I,SI2,62.4,58,7.31,7.37,4.58,7678
0.9,Ideal,F,SI1,61.5,56,6.25,6.2,3.83,4284
1.07,Ideal,E,SI2,62.5,57,6.56,6.5,4.08,6060
1.05,Ideal,H,SI1,61.1,56,6.52,6.58,4.0,5200
1.16,Fair,F,VS1,57.8,67,6.97,6.84,3.99,7094
1.23,Premium,G,SI1,62.5,59,6.84,6.77,4.25,6909
1.04,Good,D,SI1,63.7,58,6.43,6.39,4.08,5708
0.9,Ideal,D,SI2,60.8,56,6.24,6.26,3.8,4241
1.06,Premium,E,SI2,60.5,60,6.67,6.61,4.02,4737
1.12,Ideal,H,SI1,62.7,56,6.66,6.61,4.16,4290
1.1,Ideal,J,SI1,62.2,55,6.62,6.65,4.13,4275
1.19,Premium,J,VS2,62.8,57,6.78,6.7,4.23,4761
1.0,Premium,E,VS1,61.1,60,6.43,6.41,3.92,7588
1.0,Premium,F,SI1,61.9,60,6.39,6.34,3.94,5645
1.07,Premium,G,VS1,61.4,56,6.65,6.61,4.07,6076
1.31,Premium,H,SI2,61.4,60,7.04,7.0,4.31,6236
0.91,Very Good,D,SI1,63.0,59,6.11,6.15,3.86,4429
0.91,Ideal,E,SI1,61.9,55,6.18,6.22,3.84,4623
1.51,Very Good,I,SI1,63.1,56,7.28,7.33,4.61,7891
1.09,Ideal,E,SI2,61.7,58,6.58,6.62,4.07,5042
1.11,Premium,G,SI1,60.1,60,6.73,6.68,4.03,5281
0.71,Ideal,D,VS2,60.1,56,5.77,5.83,3.48,4029
1.0,Good,F,VS2,64.2,58,6.32,6.26,4.04,5606
1.03,Premium,H,SI1,62.2,60,6.4,6.43,3.99,4843
1.01,Good,E,SI2,63.9,55,6.38,6.33,4.08,4440
1.0,Premium,F,SI2,62.5,59,6.4,6.28,3.96,4200
1.03,Ideal,G,SI2,61.8,55,6.46,6.51,4.01,4582
1.01,Fair,E,SI1,69.5,55,6.0,5.94,4.15,4853
1.01,Very Good,F,SI1,60.3,60,6.46,6.55,3.92,4972
1.39,Very Good,I,VS1,62.2,57,7.17,7.1,4.44,7893
1.01,Good,G,VS1,63.7,56,6.37,6.29,4.03,6529
1.5,Premium,J,SI2,61.3,59,7.38,7.33,4.51,5351
1.01,Premium,F,VS2,63.0,58,6.4,6.34,4.01,6165
1.08,Ideal,I,SI1,61.4,57,6.67,6.62,4.08,4476
1.08,Ideal,H,SI1,60.6,59,6.61,6.65,4.02,5756
0.9,Ideal,D,SI1,61.6,55,6.23,6.27,3.85,5081
2.0,Premium,H,I1,59.7,62,8.19,8.02,4.85,6344
1.13,Ideal,G,VS2,62.7,56,6.61,6.65,4.16,6891
1.18,Ideal,D,SI1,61.9,55,6.8,6.76,4.2,7216
1.2,Ideal,H,SI2,61.0,57,6.9,6.84,4.19,5712
1.08,Very Good,E,SI2,59.8,59,6.65,6.73,4.0,4415
1.06,Very Good,I,VS1,58.5,58,6.66,6.79,3.94,5293
1.14,Very Good,H,SI1,63.1,58,6.69,6.6,4.19,5458
1.34,Very Good,J,SI2,62.3,61,6.97,7.05,4.37,5787
0.91,Premium,H,VS2,61.8,60,6.18,6.22,3.83,4313
0.9,Very Good,D,VS2,63.5,61,6.16,6.09,3.89,4521
1.01,Ideal,I,VS1,62.9,56,6.43,6.38,4.03,4118
1.4,Ideal,H,SI2,61.2,56,7.23,7.18,4.41,7213
1.01,Very Good,H,SI1,63.1,59,6.34,6.43,4.03,4705
0.92,Premium,E,SI1,62.2,58,6.18,6.23,3.86,4562
1.17,Fair,H,SI2,60.0,66,6.86,6.78,4.09,4717
1.04,Ideal,H,VVS2,62.2,55,6.48,6.52,4.04,6619
1.01,Very Good,E,SI1,61.9,56,6.33,6.41,3.94,5759
1.11,Premium,F,VS1,60.7,59,6.64,6.61,4.02,7623
1.01,Good,E,SI2,63.3,58,6.29,6.35,4.0,4149
1.01,Very Good,G,VS1,64.4,59,6.26,6.31,4.05,6632
1.01,Premium,F,SI2,61.0,60,6.48,6.44,3.94,4197
1.0,Premium,F,SI1,62.9,57,6.37,6.32,3.99,4586
1.24,Premium,D,SI2,60.6,59,6.99,6.96,4.23,4916
1.08,Ideal,G,SI1,61.8,56,6.55,6.58,4.06,5256
1.2,Good,I,SI1,63.9,56,6.62,6.69,4.25,5211
1.0,Ideal,E,SI1,61.7,55,6.44,6.49,3.99,5938
1.22,Premium,F,VS2,63.0,60,6.85,6.74,4.28,7154
1.15,Very Good,D,VS2,61.4,57,6.7,6.78,4.14,7662
0.9,Good,G,IF,61.8,61,6.12,6.17,3.8,5855
1.51,Premium,H,SI2,59.4,62,7.47,7.31,4.39,7235
1.24,Premium,H,SI1,60.2,60,6.94,6.91,4.17,6808
0.9,Very Good,H,VVS2,62.9,58,6.1,6.15,3.85,4186
1.24,Very Good,I,VS1,61.4,63,6.89,6.88,4.23,5444
1.5,Fair,H,SI1,65.0,57,7.1,7.06,4.6,6838
1.02,Ideal,E,SI1,62.3,54,6.45,6.49,4.03,5509
1.01,Premium,E,SI1,62.9,60,6.43,6.35,4.02,5599
1.02,Premium,H,VS2,61.8,58,6.49,6.43,3.99,5100
1.02,Very Good,H,SI1,64.4,59,6.24,6.36,4.06,5047
1.05,Ideal,G,VS2,61.8,57,6.53,6.48,4.02,6586
1.25,Premium,I,VS2,61.0,59,6.89,6.98,4.23,5975
1.01,Ideal,G,VS2,61.7,57,6.48,6.45,3.99,6104
1.22,Premium,H,VS1,62.5,59,6.85,6.79,4.26,7816
1.12,Ideal,F,SI2,61.8,56,6.65,6.68,4.12,5277
1.24,Ideal,H,SI1,60.9,57,6.9,6.95,4.22,6488
1.01,Good,H,SI1,59.5,62,6.49,6.55,3.88,5197
1.2,Very Good,I,IF,59.1,61,6.91,6.99,4.11,7141
1.09,Very Good,I,VS2,62.0,56,6.57,6.59,4.08,4959
1.02,Premium,G,SI1,61.0,59,6.48,6.44,3.94,4718
1.19,Premium,G,VS2,58.9,61,6.88,6.81,4.03,7397
1.02,Premium,G,SI1,62.6,59,6.43,6.38,4.01,4449
1.01,Fair,H,SI1,64.6,55,6.29,6.25,4.05,4191
1.0,Very Good,F,VS2,61.6,56,6.42,6.47,3.97,6013
1.5,Fair,J,VS1,60.1,61,7.25,7.3,4.37,7819
0.78,Ideal,D,VS2,62.3,54,5.87,5.91,3.67,4183
1.09,Premium,I,VS2,60.1,59,6.74,6.67,4.03,5306
1.37,Ideal,J,SI2,62.2,55,7.07,7.11,4.41,6091
1.09,Ideal,G,VS1,62.3,55,6.59,6.63,4.12,7820
1.09,Premium,J,VS1,59.3,57,6.79,6.74,4.01,4303
1.27,Ideal,H,SI2,61.8,57,6.93,6.96,4.29,6403
1.11,Premium,H,SI2,61.6,60,6.6,6.67,4.09,4578
1.06,Very Good,G,VVS2,62.9,56,6.56,6.6,4.14,7695
1.0,Premium,F,VS2,62.6,60,6.29,6.37,3.96,6352
1.2,Premium,E,SI1,62.5,56,6.75,6.71,4.21,6742
1.02,Ideal,E,SI1,60.4,55,6.54,6.48,3.93,5278
1.01,Very Good,J,SI1,62.2,57,6.35,6.39,3.96,4295
1.01,Good,D,SI2,57.6,62,6.66,6.56,3.81,4338
0.9,Premium,E,VS2,63.0,58,6.16,6.13,3.87,4625
1.01,Very Good,F,SI1,62.8,58,6.35,6.43,4.01,4759
1.0,Good,E,VS2,57.4,58,6.57,6.61,3.78,6050
1.01,Ideal,H,SI1,61.9,58,6.42,6.48,3.99,4767
1.01,Fair,F,VS2,64.5,58,6.28,6.18,4.02,5226
0.74,Good,D,VVS1,59.2,63,5.85,5.87,3.47,4274
1.01,Ideal,G,VS2,59.8,61,6.51,6.54,3.9,6132
1.22,Premium,H,SI1,60.6,58,6.91,6.86,4.17,5063
1.34,Ideal,J,SI2,62.5,57,7.0,7.08,4.4,5273
1.35,Ideal,F,SI2,62.9,56,7.05,7.03,4.43,5761
0.9,Very Good,E,SI1,62.2,60,6.14,6.17,3.83,4054
1.11,Premium,F,SI2,62.2,57,6.67,6.61,4.13,5284
1.0,Ideal,H,SI2,62.0,55,6.39,6.43,3.98,4580
1.05,Ideal,D,SI1,60.0,55,6.66,6.61,3.98,5104
1.03,Premium,J,SI1,61.7,54,6.56,6.5,4.03,4153
1.02,Premium,H,VS2,61.8,58,6.49,6.43,3.99,5241
1.34,Ideal,I,VS1,62.2,57,7.02,7.06,4.38,7016
1.3,Very Good,J,VS2,63.3,57,6.98,6.96,4.41,4106
1.1,Ideal,H,SI2,62.0,57,6.58,6.63,4.09,5002
1.16,Ideal,D,SI2,62.5,56,6.7,6.8,4.23,5615
1.05,Very Good,H,SI2,63.8,58,6.38,6.45,4.09,4112
1.0,Good,F,SI1,64.9,57,6.25,6.32,4.08,4844
1.32,Premium,H,SI2,59.4,54,7.21,7.09,4.25,4879
1.17,Good,H,SI2,63.8,58,6.73,6.57,4.24,4914
0.9,Very Good,H,VS1,62.9,58,6.06,6.12,3.83,4309
1.01,Very Good,G,SI2,61.0,58,6.43,6.48,3.94,4249
1.35,Ideal,H,SI1,62.8,57,6.98,7.09,4.42,7619
1.05,Premium,F,VS1,61.0,58,6.6,6.55,4.01,7879
1.01,Premium,H,SI1,59.8,60,6.48,6.52,3.89,4559
1.03,Ideal,F,VS1,61.5,56,6.47,6.53,4.0,7906
1.0,Premium,G,VS2,61.6,58,6.43,6.39,3.95,6048
1.24,Premium,J,VS2,61.4,59,6.91,6.83,4.22,5026
1.01,Fair,E,SI2,57.1,59,6.65,6.69,3.81,4600
0.93,Very Good,G,VS1,62.1,59,6.16,6.21,3.84,4879
1.11,Premium,I,VS2,58.3,60,6.84,6.78,3.97,4744
1.15,Very Good,G,SI1,61.3,62,6.68,6.72,4.11,5538
1.21,Very Good,H,VS1,60.4,59,6.88,6.97,4.18,7196
1.0,Ideal,J,VS1,62.3,56,6.43,6.38,3.99,4144
1.2,Good,I,SI1,63.5,61,6.71,6.75,4.27,5280
1.16,Very Good,F,SI1,63.4,55,6.73,6.65,4.24,6301
1.0,Good,G,SI1,63.1,56,6.31,6.41,4.01,4218
1.51,Premium,G,SI1,62.3,59,7.29,7.21,4.52,7577
1.03,Premium,F,VS2,62.0,58,6.5,6.46,4.02,6484
1.02,Premium,G,VS2,62.7,58,6.44,6.36,4.01,5407
1.01,Ideal,I,VS2,59.9,61,6.49,6.53,3.9,4685
1.53,Ideal,G,SI2,61.7,57,7.44,7.41,4.58,7240
1.05,Very Good,G,SI2,62.5,60,6.45,6.5,4.05,4241
1.29,Premium,J,VS1,61.7,59,6.93,6.97,4.29,5463
1.19,Premium,G,VS2,62.3,58,6.82,6.77,4.23,7130
1.16,Premium,F,SI2,62.1,59,6.76,6.71,4.18,5164
1.01,Premium,G,VS1,60.8,58,6.44,6.51,3.94,6499
1.01,Ideal,G,VVS2,62.0,58,6.36,6.39,3.95,7597
0.92,Very Good,D,SI2,61.6,58,6.19,6.22,3.82,4327
1.19,Very Good,D,SI2,63.5,57,6.67,6.75,4.26,5562
1.1,Premium,H,SI2,62.6,57,6.6,6.56,4.12,4558
1.18,Ideal,I,VVS2,62.7,55,6.7,6.79,4.23,6678
0.91,Good,F,SI1,58.0,57,6.36,6.47,3.72,4067
1.02,Very Good,E,SI1,63.2,60,6.33,6.42,4.03,5456
1.01,Fair,F,SI2,65.3,59,6.28,6.24,4.09,4317
1.0,Good,H,VS2,57.8,59,6.53,6.47,3.75,4166
1.02,Ideal,G,SI2,61.4,56,6.52,6.47,3.99,4255
1.02,Very Good,E,VS2,60.3,60,6.58,6.48,3.94,6103
1.51,Very Good,D,SI2,63.2,59,7.25,7.18,4.56,7915
0.93,Premium,F,SI1,61.1,59,6.32,6.29,3.85,4182
1.04,Ideal,I,SI1,61.8,59,6.46,6.48,4.0,4484
0.9,Ideal,G,SI2,60.7,57,6.19,6.33,3.8,4314
1.04,Ideal,G,VS2,61.9,57,6.5,6.46,4.01,6290
0.91,Very Good,E,SI1,63.7,59,6.13,6.17,3.92,4188
1.15,Premium,H,SI1,60.2,60,6.87,6.78,4.11,4772
1.51,Good,J,SI1,64.1,61,7.19,7.16,4.6,6511
1.51,Good,I,SI2,63.6,60,7.23,7.27,4.61,7815
1.2,Very Good,G,SI2,59.7,59,6.89,6.94,4.13,5116
1.11,Premium,H,SI1,62.5,58,6.64,6.61,4.14,5433
1.04,Ideal,H,SI1,61.9,57,6.49,6.46,4.01,4515
0.91,Very Good,D,SI1,60.8,60,6.24,6.21,3.79,4561
0.9,Very Good,D,VS2,63.3,59,6.12,6.17,3.89,4981
1.25,Very Good,J,SI1,62.5,57,6.83,6.86,4.28,4702
1.51,Very Good,I,SI2,60.6,60,7.32,7.37,4.45,7441
1.2,Very Good,J,VS1,59.1,61,6.94,7.0,4.12,5016
1.0,Good,G,VS1,63.9,55,6.34,6.28,4.03,6028
1.21,Very Good,I,SI2,62.0,56,6.79,6.86,4.23,5111
1.01,Premium,H,SI1,62.4,60,6.36,6.33,3.96,4836
1.21,Premium,F,SI2,61.5,61,6.82,6.77,4.18,5387
1.2,Very Good,D,SI1,60.7,58,6.81,6.86,4.15,7191
1.04,Premium,H,SI2,61.5,59,6.54,6.51,4.01,4368
0.91,Very Good,D,SI1,62.1,59,6.1,6.18,3.81,4466
1.41,Ideal,J,SI1,62.3,55,7.18,7.21,4.48,6889
1.01,Premium,F,SI2,61.6,58,6.39,6.4,3.94,4416
1.2,Premium,H,SI2,62.3,58,6.76,6.81,4.23,5280
1.15,Ideal,G,SI1,62.0,55,6.72,6.76,4.18,6313
1.01,Very Good,G,VS2,63.1,57,6.39,6.35,4.02,5939
1.14,Premium,H,SI1,62.5,58,6.71,6.67,4.18,4948
1.16,Ideal,G,VS2,62.5,56,6.67,6.73,4.19,7451
0.9,Premium,D,SI1,62.4,61,6.17,6.13,3.84,4612
0.76,Very Good,F,VVS1,62.1,57,5.8,5.83,3.61,4504
1.02,Very Good,F,SI1,63.5,57,6.4,6.35,4.05,4678
1.03,Ideal,F,SI2,62.3,56,6.51,6.43,4.03,4268
1.09,Premium,D,SI2,62.8,56,6.49,6.45,4.06,4538
1.06,Ideal,I,VS2,61.6,57,6.53,6.58,4.04,5748
1.02,Premium,D,SI2,60.3,58,6.52,6.48,3.92,4718
0.9,Premium,H,VS2,61.8,58,6.12,6.17,3.8,4155
1.1,Very Good,I,VS2,61.8,58,6.59,6.62,4.08,5524
1.02,Fair,G,SI1,64.5,56,6.3,6.23,4.04,4044
1.0,Very Good,G,VS2,60.8,55,6.46,6.49,3.94,6296
1.01,Very Good,E,VS2,61.1,62,6.39,6.5,3.94,6517
1.0,Premium,F,SI2,61.4,61,6.47,6.4,3.95,4749
0.92,Good,D,SI1,63.6,57,6.09,6.14,3.89,4158
1.11,Ideal,E,SI2,61.2,57,6.7,6.74,4.11,4969
1.51,Premium,J,SI1,59.9,60,7.46,7.41,4.45,7822
0.91,Very Good,G,VS2,62.3,59,6.13,6.17,3.83,5484
1.12,Premium,H,VS1,59.6,57,6.82,6.77,4.05,5055
0.9,Premium,F,VS1,59.0,58,6.33,6.29,3.72,4687
1.21,Premium,J,VVS1,61.3,59,6.81,6.86,4.19,5893
1.01,Good,F,SI1,63.5,59,6.29,6.38,4.02,4899
0.94,Premium,H,VS2,60.1,59,6.32,6.35,3.81,4629
1.01,Good,H,SI1,60.3,64,6.49,6.52,3.92,4242
0.9,Very Good,G,VS1,62.7,56,6.1,6.14,3.84,4780
1.0,Premium,H,SI1,61.8,59,6.4,6.35,3.94,4150
1.21,Very Good,I,SI2,62.1,59,6.8,6.86,4.24,4791
1.1,Very Good,H,SI1,63.0,57,6.5,6.54,4.11,4689
1.5,Very Good,H,SI2,63.0,58,7.2,7.25,4.55,7888
1.12,Very Good,I,VS1,59.6,58,6.82,6.77,4.05,5036
1.0,Ideal,F,SI1,61.5,57,6.41,6.46,3.96,5197
1.02,Very Good,H,SI1,61.6,58,6.49,6.54,4.01,4727
1.56,Good,I,SI1,64.0,57,7.32,7.28,4.67,6246
1.03,Ideal,G,VS2,61.6,55,6.49,6.54,4.01,7064
1.2,Premium,G,VS2,59.4,58,6.91,6.85,4.09,7258
1.06,Ideal,F,VS2,61.0,57,6.57,6.6,4.02,7075
1.05,Good,D,SI1,63.7,59,6.42,6.38,4.08,6174
1.08,Premium,G,VS2,62.4,57,6.56,6.49,4.07,6532
0.91,Very Good,E,VS1,61.8,60,6.17,6.2,3.82,5530
1.31,Premium,I,VS2,61.9,59,7.02,6.98,4.33,6438
1.01,Good,E,SI1,64.1,62,6.19,6.26,3.99,4399
1.01,Good,F,VVS2,63.6,60,6.31,6.36,4.03,6932
1.16,Premium,G,VS2,59.9,60,6.88,6.85,4.11,7203
1.2,Very Good,I,SI2,60.3,57,6.88,6.95,4.17,4514
1.15,Premium,E,SI2,62.5,58,6.65,6.72,4.18,4250
1.18,Ideal,G,SI2,60.5,55,6.9,6.85,4.16,5452
1.05,Very Good,H,VS2,63.2,58,6.46,6.39,4.06,5292
1.47,Very Good,H,SI2,62.6,58,7.17,7.24,4.51,7438
1.26,Very Good,G,SI1,61.7,60,6.85,6.9,4.24,6733
1.08,Ideal,I,VS2,61.9,57,6.54,6.61,4.07,5172
1.05,Ideal,G,VS2,61.9,57,6.47,6.51,4.03,6562
1.57,Premium,J,VS2,59.9,57,7.56,7.52,4.52,6629
1.11,Ideal,G,SI1,62.0,57,6.69,6.61,4.12,5127
1.0,Good,G,VVS2,63.1,58,6.33,6.37,4.01,7453
2.01,Good,H,I1,61.7,63,7.91,7.94,4.89,7959
1.01,Ideal,H,SI1,62.3,55,6.46,6.45,4.02,5029
1.0,Premium,E,VS2,61.8,62,6.47,6.44,3.99,6860
1.31,Very Good,I,SI2,59.6,60,7.09,7.17,4.25,5187
0.95,Premium,F,SI1,62.9,59,6.24,6.13,3.89,4682
1.17,Premium,G,VS1,60.6,60,6.81,6.79,4.12,7666
1.25,Good,J,SI1,63.6,57,6.86,6.81,4.35,5110
1.21,Premium,H,SI2,58.2,59,7.05,7.03,4.1,5082
1.55,Ideal,J,VS2,61.7,57,7.37,7.42,4.56,7416
1.5,Very Good,H,SI2,63.1,57,7.16,7.27,4.55,7495
1.32,Very Good,H,SI1,62.8,56,6.94,7.0,4.38,7283
1.22,Premium,I,VS2,62.3,59,6.79,6.83,4.24,5832
1.14,Premium,F,SI2,62.8,58,6.61,6.56,4.14,4399
0.91,Very Good,D,VS1,62.5,56,6.14,6.18,3.85,5597
1.16,Premium,E,SI1,61.3,60,6.7,6.64,4.09,6366
1.0,Good,H,SI1,56.8,65,6.61,6.49,3.72,4138
1.0,Very Good,F,SI1,63.1,56,6.36,6.34,4.01,4474
1.01,Very Good,H,SI1,62.3,57,6.36,6.42,3.98,4306
1.0,Premium,G,VS2,61.6,54,6.49,6.46,3.99,6216
1.01,Premium,G,SI1,59.2,59,6.58,6.52,3.88,4338
1.05,Good,D,SI2,60.0,63,6.59,6.64,3.97,4560
0.94,Premium,E,SI1,62.4,56,6.27,6.24,3.9,4580
1.25,Premium,H,SI2,60.5,61,6.97,6.91,4.2,4200
0.91,Premium,E,VS2,61.6,58,6.2,6.18,3.81,4739
1.51,Good,J,SI2,58.1,64,7.53,7.57,4.39,6104
1.15,Very Good,I,SI1,62.5,60,6.68,6.72,4.19,4851
1.0,Premium,H,VS1,62.4,58,6.43,6.4,4.0,4950
1.18,Ideal,I,SI2,61.9,54,6.77,6.84,4.21,5163
1.2,Premium,J,SI2,61.1,59,6.81,6.78,4.15,4234
1.07,Premium,E,SI2,60.5,59,6.59,6.67,4.01,4284
1.02,Good,E,VS2,63.2,60,6.29,6.34,3.99,6462
1.46,Very Good,I,SI1,62.5,57,7.15,7.19,4.48,7146
1.05,Very Good,F,SI2,62.1,58,6.47,6.5,4.03,4436
2.23,Very Good,G,I1,63.5,57,8.24,8.2,5.22,7006
0.9,Very Good,D,VS1,63.0,58,6.11,6.15,3.86,5757
0.9,Very Good,F,SI1,59.1,59,6.3,6.35,3.74,4498
1.12,Ideal,F,VS2,60.9,55,6.73,6.67,4.08,6858
1.06,Ideal,I,VS1,62.0,55,6.55,6.58,4.07,5577
0.91,Very Good,E,VS1,62.8,60,6.08,6.11,3.83,5057
1.0,Ideal,H,SI1,61.4,55,6.49,6.44,3.97,4469
1.04,Ideal,G,SI2,61.9,58,6.47,6.51,4.02,4973
1.01,Premium,G,VS1,59.9,59,6.51,6.48,3.89,6353
1.02,Good,G,VS2,63.6,57,6.38,6.41,4.07,5816
1.14,Ideal,J,SI1,61.5,56,6.7,6.74,4.13,5174
1.03,Ideal,I,SI1,62.2,54,6.46,6.5,4.03,4782
1.33,Ideal,I,VS2,61.1,54,7.14,7.15,4.37,7148
1.0,Premium,F,SI1,60.3,61,6.43,6.38,3.86,4704
1.22,Good,J,VS1,58.5,61,6.94,7.0,4.08,5356
1.04,Premium,I,SI1,62.5,62,6.45,6.39,4.01,4252
1.05,Very Good,H,SI2,63.0,59,6.44,6.48,4.07,4158
1.17,Premium,F,SI2,59.6,60,6.88,6.85,4.09,4324
1.11,Ideal,I,SI1,62.2,56,6.62,6.65,4.13,4890
1.15,Ideal,G,SI2,62.3,56,6.67,6.75,4.18,4838
1.07,Premium,G,VS2,61.9,58,6.54,6.55,4.05,6779
1.21,Ideal,I,VVS2,62.2,55,6.79,6.83,4.23,7134
1.0,Fair,F,SI1,67.1,57,6.06,6.1,4.08,4328
0.9,Premium,E,VS1,59.4,59,6.31,6.28,3.74,5438
1.02,Ideal,F,VS2,62.6,57,6.4,6.47,4.03,7632
1.56,Ideal,H,SI2,62.3,55,7.39,7.35,4.59,6716
0.76,Ideal,E,VVS1,61.8,54,5.9,5.87,3.64,4382
0.91,Good,G,SI1,57.7,58,6.33,6.4,3.67,5394
1.02,Premium,H,VS2,60.0,58,6.56,6.5,3.92,4958
0.93,Premium,E,SI1,62.8,56,6.26,6.2,3.91,4739
1.01,Good,G,VS2,63.2,57,6.3,6.35,4.0,5599
1.04,Premium,I,VS1,61.4,57,6.52,6.47,3.99,4240
1.08,Ideal,D,SI1,62.7,57,6.52,6.56,4.1,6539
1.06,Very Good,G,SI2,61.1,62,6.55,6.61,4.02,4162
1.4,Very Good,J,SI1,63.5,58,7.05,7.09,4.49,6145
1.15,Premium,I,SI1,62.5,60,6.72,6.68,4.19,4939
1.06,Premium,E,VS2,62.3,58,6.49,6.52,4.05,6716
1.03,Ideal,E,SI2,62.5,56,6.45,6.48,4.04,4441
1.35,Good,I,VS2,59.2,65,7.18,7.13,4.23,5610
1.0,Ideal,H,SI2,61.5,56,6.41,6.48,3.96,4459
1.13,Premium,E,SI2,60.4,59,6.7,6.75,4.06,5220
1.23,Very Good,H,VS1,61.3,53,6.93,6.98,4.26,7276
1.06,Premium,H,SI1,61.6,59,6.55,6.54,4.03,4872
1.0,Very Good,E,SI2,60.7,59,6.38,6.44,3.89,4311
1.04,Ideal,H,SI2,62.1,56,6.48,6.5,4.03,4404
1.05,Ideal,G,SI2,62.7,57,6.45,6.51,4.06,5127
1.01,Ideal,G,SI2,61.5,57,6.43,6.45,3.96,4783
1.54,Very Good,I,SI2,59.4,61,7.49,7.56,4.47,7589
1.01,Very Good,F,SI1,63.1,59,6.3,6.37,4.0,5010
0.9,Very Good,E,SI1,63.0,56,6.11,6.15,3.86,4315
0.9,Very Good,H,VS1,62.3,59,6.12,6.17,3.83,4592
1.55,Very Good,E,I1,61.6,58,7.42,7.52,4.6,5974
1.7,Very Good,H,SI2,63.5,58,7.5,7.43,4.74,7235
1.22,Premium,G,SI2,60.2,58,6.92,6.9,4.16,5534
1.02,Very Good,F,VS2,61.7,58,6.47,6.5,4.0,6479
1.16,Ideal,E,SI2,62.7,56,6.73,6.69,4.21,5093
1.12,Very Good,H,SI2,62.4,55,6.63,6.68,4.15,4538
1.56,Premium,I,SI1,61.7,59,7.44,7.38,4.57,7155
0.9,Very Good,E,SI1,59.8,58,6.21,6.26,3.73,4165
1.0,Premium,E,VS1,58.7,62,6.6,6.55,3.86,7392
1.06,Very Good,H,VS2,60.7,59,6.56,6.63,4.0,5415
1.03,Very Good,F,SI1,62.5,59,6.41,6.45,4.02,4282
1.17,Ideal,J,VS2,62.1,56,6.8,6.75,4.21,4619
1.2,Very Good,G,VS1,63.3,57,6.77,6.71,4.26,6814
1.26,Ideal,H,SI2,61.0,56,6.99,6.95,4.25,5998
1.01,Premium,H,SI1,60.0,58,6.6,6.54,3.94,4965
1.01,Premium,E,SI1,59.0,59,6.6,6.56,3.88,5226
1.24,Premium,H,VS2,61.7,59,6.91,6.84,4.24,6962
1.22,Premium,G,SI1,61.8,58,6.88,6.82,4.23,6777
1.11,Very Good,H,SI2,59.8,60,6.66,6.75,4.01,4456
1.07,Premium,G,VS2,60.5,56,6.71,6.64,4.04,6471
1.51,Very Good,J,VS2,60.2,59,7.35,7.36,4.43,7418
1.09,Ideal,I,VS2,61.8,57,6.55,6.59,4.06,5904
1.07,Ideal,F,SI1,60.6,57,6.62,6.67,1.07,5909
1.23,Premium,G,VS1,62.2,58,6.78,6.74,4.27,5786
1.02,Premium,F,VS2,62.4,59,6.45,6.4,4.01,6773
1.16,Good,F,SI2,63.7,63,6.63,6.55,4.2,4476
